Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Driving_experience,Type_of_vehicle,Area_accident_occured,Road_surface_type,Road_surface_conditions,Weather_conditions,Light_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Cause_of_accident,Accident_severity,Owner_of_vehicle,Service_year_of_vehicle,Fitness_of_casuality,Pedestrian_movement,Casualty_severity_label
20:50:00,Sunday,Over 51,Male,Above 10yr,Automobile,Church areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,3,Driving carelessly,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,Slight Injury
21:32:00,Thursday,18-30,Male,Above 10yr,Other,Other,Earth roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,2,Going straight,Female,31-50,3,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
21:32:00,Thursday,31-50,Male,5-10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,2,Going straight,No Casualty,No Casualty,No Casualty,Other,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
19:55:00,Monday,18-30,Male,5-10yr,Long lorry,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
19:55:00,Monday,18-30,Male,2-5yr,Public (12 seats),Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
16:10:00,Monday,18-30,Male,5-10yr,Public (12 seats),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Parked,Male,18-30,2,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
16:10:00,Monday,Over 51,Male,5-10yr,Other,Residential areas,Earth roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Governmental,2-5yrs,No Casualty,Not a Pedestrian,No Casualty
15:25:00,Monday,31-50,Male,Above 10yr,Other,Church areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,Male,18-30,2,Overturning,Slight Injury,Owner,Below 1yr,Normal,Not a Pedestrian,Serious Injury
23:36:00,Thursday,Under 18,Male,5-10yr,Other,Other,Asphalt roads,Dry,Normal,Darkness - no lighting,Vehicle with vehicle collision,1,4,Going straight,No Casualty,No Casualty,No Casualty,Overspeed,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
23:36:00,Thursday,Under 18,Male,Above 10yr,Public (12 seats),Other,Asphalt roads,Dry,Normal,Darkness - no lighting,Vehicle with vehicle collision,1,4,Going straight,Male,31-50,2,No priority to vehicle,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
23:36:00,Thursday,Under 18,Male,Below 1yr,Lorry (41-100Q),Residential areas,Asphalt roads,Dry,Normal,Darkness - no lighting,Vehicle with vehicle collision,1,4,Going straight,No Casualty,No Casualty,No Casualty,No priority to pedestrian,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
23:36:00,Thursday,Under 18,Male,5-10yr,Other,Office areas,Asphalt roads,Dry,Normal,Darkness - no lighting,Vehicle with vehicle collision,1,4,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Serious Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
20:00:00,Monday,Over 51,Male,1-2yr,Public (12 seats),Industrial areas,Asphalt roads,Dry,Normal,Darkness - lights unlit,Vehicle with vehicle collision,3,1,Turnover,No Casualty,No Casualty,No Casualty,Other,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
20:00:00,Monday,31-50,Male,5-10yr,Other,Residential areas,Asphalt roads,Dry,Normal,Darkness - lights unlit,Vehicle with vehicle collision,3,1,Going straight,Male,18-30,3,Other,Slight Injury,Governmental,Unknown,Normal,Not a Pedestrian,Slight Injury
20:00:00,Monday,31-50,Male,5-10yr,Lorry (11-40Q),Office areas,Asphalt roads,Dry,Normal,Darkness - lights unlit,Vehicle with vehicle collision,3,1,Going straight,No Casualty,No Casualty,No Casualty,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
17:54:00,Friday,18-30,Male,2-5yr,Other,Other,Asphalt roads,Dry,Normal,Daylight,Rollover,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,2-5yrs,No Casualty,Not a Pedestrian,No Casualty
17:54:00,Friday,31-50,Male,5-10yr,Other,Church areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Moving Backward,Female,18-30,3,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
18:04:00,Monday,31-50,Male,5-10yr,Other,Industrial areas,Earth roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,Female,Under 18,3,No priority to vehicle,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Slight Injury
17:00:00,Friday,18-30,Male,Above 10yr,Pick up upto 10Q,Recreational areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Moving Backward,Male,18-30,3,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
01:15:00,Friday,18-30,Female,Above 10yr,Automobile,Market areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Collision with roadside objects,2,3,Turnover,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
01:15:00,Friday,18-30,Male,Below 1yr,Other,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,3,Going straight,No Casualty,No Casualty,No Casualty,Other,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
01:15:00,Friday,18-30,Male,5-10yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,3,Going straight,Male,18-30,3,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
01:15:00,Friday,18-30,Male,5-10yr,Public (13-45 seats),Industrial areas,Earth roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,3,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
18:30:00,Wednesday,31-50,Male,2-5yr,Automobile,Other,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Collision with roadside objects,2,1,Going straight,Male,18-30,3,Driving carelessly,Slight Injury,Governmental,2-5yrs,No Casualty,Not a Pedestrian,Slight Injury
18:30:00,Wednesday,18-30,Male,Above 10yr,Pick up upto 10Q,Office areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Governmental,Unknown,Normal,Not a Pedestrian,No Casualty
15:52:00,Friday,18-30,Male,2-5yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,1,Going straight,Female,Over 51,3,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
15:52:00,Friday,31-50,Male,Above 10yr,Public (12 seats),Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
15:52:00,Friday,18-30,Male,Below 1yr,Other,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,1,Reversing,Male,18-30,2,No priority to pedestrian,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
12:33:00,Tuesday,18-30,Male,2-5yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,1,1,Going straight,Female,18-30,3,No priority to vehicle,Serious Injury,Organization,Unknown,No Casualty,Not a Pedestrian,Slight Injury
08:59:00,Monday,Under 18,Male,5-10yr,Pick up upto 10Q,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,3,Changing lane to the left,Slight Injury,Governmental,2-5yrs,Normal,Not a Pedestrian,Slight Injury
08:59:00,Monday,Over 51,Male,5-10yr,Other,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Turnover,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
17:25:00,Friday,31-50,Male,1-2yr,Lorry (41-100Q),Other,Other,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,1,1,Turnover,Male,Under 18,3,Driving to the left,Slight Injury,Owner,Above 10yr,Deaf,Not a Pedestrian,Slight Injury
00:53:00,Sunday,18-30,Male,5-10yr,Ridden horse,Residential areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,1,3,Reversing,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
00:53:00,Sunday,18-30,Male,1-2yr,Automobile,Church areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,1,3,Going straight,Male,18-30,3,Driving to the left,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
00:53:00,Sunday,18-30,Male,5-10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Collision with pedestrians,1,3,Going straight,Male,Under 18,3,Driving carelessly,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
15:20:00,Wednesday,31-50,Male,1-2yr,Stationwagen,Church areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Turnover,No Casualty,No Casualty,No Casualty,No priority to pedestrian,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
18:23:00,Friday,Under 18,Male,5-10yr,Other,Other,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,2,1,Moving Backward,Male,Over 51,3,Driving carelessly,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
18:23:00,Friday,18-30,Male,2-5yr,Lorry (41-100Q),Other,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Collision with roadside objects,2,1,Going straight,Male,31-50,3,Changing lane to the right,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
05:24:00,Friday,31-50,Male,2-5yr,Lorry (41-100Q),School areas,Asphalt roads,Wet or damp,Normal,Darkness - no lighting,Vehicle with vehicle collision,1,1,Going straight,Male,Over 51,3,Moving Backward,Serious Injury,Owner,1-2yr,Normal,Not a Pedestrian,Slight Injury
12:15:00,Friday,18-30,Male,5-10yr,Long lorry,Office areas,Earth roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,Male,Over 51,3,Driving carelessly,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,Slight Injury
22:15:00,Friday,31-50,Male,Below 1yr,Stationwagen,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Collision with pedestrians,1,1,Reversing,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,Below 1yr,Normal,Not a Pedestrian,No Casualty
06:35:00,Friday,31-50,Male,Below 1yr,Public (12 seats),Office areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Female,18-30,3,Driving carelessly,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
06:35:00,Friday,31-50,Male,5-10yr,Automobile,Other,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Male,Under 18,3,Driving carelessly,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
17:34:00,Thursday,Under 18,Male,Below 1yr,Public (12 seats),Other,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Collision with pedestrians,1,2,Going straight,Male,31-50,3,Driving carelessly,Serious Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
17:34:00,Thursday,Under 18,Male,2-5yr,Lorry (41-100Q),Office areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Collision with pedestrians,1,2,Parked,No Casualty,No Casualty,No Casualty,Changing lane to the right,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
04:00:00,Friday,18-30,Male,2-5yr,Automobile,Other,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Collision with pedestrians,1,4,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
04:00:00,Friday,18-30,Male,5-10yr,Lorry (41-100Q),Church areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Collision with roadside objects,1,4,Going straight,Male,31-50,3,Driving carelessly,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
04:00:00,Friday,18-30,Male,5-10yr,Lorry (41-100Q),Office areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,1,4,Going straight,Male,18-30,3,Overtaking,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
04:00:00,Friday,18-30,Male,5-10yr,Pick up upto 10Q,Office areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,1,4,Going straight,Female,Over 51,3,Changing lane to the right,Slight Injury,Owner,Above 10yr,No Casualty,Not a Pedestrian,Slight Injury
15:50:00,Friday,18-30,Male,5-10yr,Other,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,Male,Under 18,1,No distancing,Slight Injury,Owner,2-5yrs,No Casualty,Not a Pedestrian,Fatal Injury
08:50:00,Friday,Under 18,Male,5-10yr,Automobile,Residential areas,Asphalt roads,Wet or damp,Rain,Daylight,Vehicle with vehicle collision,1,1,Stopping,Male,18-30,3,Other,Slight Injury,Owner,2-5yrs,No Casualty,Not a Pedestrian,Slight Injury
00:25:00,Sunday,18-30,Male,2-5yr,Automobile,Residential areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,2,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
00:25:00,Sunday,31-50,Male,5-10yr,Lorry (11-40Q),Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,2,Overtaking,Male,18-30,3,Changing lane to the right,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,Slight Injury
00:25:00,Sunday,31-50,Male,Below 1yr,Bajaj,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Collision with pedestrians,2,2,Going straight,Male,Over 51,3,Overtaking,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
00:10:00,Sunday,18-30,Male,1-2yr,Automobile,Office areas,Asphalt roads,Wet or damp,Rain & Wind,Darkness - lights lit,Collision with roadside objects,2,1,Reversing,No Casualty,No Casualty,No Casualty,Other,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
00:10:00,Sunday,18-30,Male,2-5yr,Lorry (41-100Q),School areas,Earth roads,Wet or damp,Rain & Wind,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Driving to the left,Slight Injury,Governmental,Unknown,Normal,Not a Pedestrian,Slight Injury
15:20:00,Friday,18-30,Female,2-5yr,Lorry (11-40Q),Other,Asphalt roads,Dry,Cloudy,Daylight,Vehicle with vehicle collision,2,2,Going straight,Male,Over 51,3,Overtaking,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
15:20:00,Friday,31-50,Male,5-10yr,Lorry (11-40Q),Other,Asphalt roads,Dry,Cloudy,Daylight,Vehicle with vehicle collision,2,2,Going straight,Male,Over 51,3,No priority to vehicle,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,Slight Injury
15:20:00,Friday,31-50,Male,5-10yr,Automobile,Church areas,Asphalt roads,Dry,Cloudy,Daylight,Vehicle with vehicle collision,2,2,Going straight,No Casualty,No Casualty,No Casualty,Moving Backward,Slight Injury,Governmental,Unknown,Normal,Not a Pedestrian,No Casualty
16:30:00,Friday,Under 18,Male,5-10yr,Automobile,Office areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,With Train,2,1,Moving Backward,Male,Over 51,3,Other,Slight Injury,Owner,Unknown,Other,Not a Pedestrian,Slight Injury
16:30:00,Friday,Under 18,Male,Above 10yr,Automobile,Other,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Owner,Unknown,Blind,Not a Pedestrian,No Casualty
01:05:00,Friday,Under 18,Male,Above 10yr,Public (13-45 seats),Residential areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,2,Moving Backward,Male,18-30,3,No priority to pedestrian,Slight Injury,Governmental,Unknown,Normal,Not a Pedestrian,Slight Injury
01:05:00,Friday,31-50,Male,Above 10yr,Public (12 seats),Office areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,2,Going straight,Female,18-30,3,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
19:40:00,Monday,Over 51,Male,5-10yr,Other,Office areas,Asphalt roads,Wet or damp,Normal,Darkness - no lighting,Vehicle with vehicle collision,2,3,Going straight,Male,31-50,2,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
19:40:00,Monday,31-50,Male,5-10yr,Automobile,Office areas,Asphalt roads,Wet or damp,Normal,Darkness - no lighting,Vehicle with vehicle collision,2,3,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,Below 1yr,Normal,Not a Pedestrian,No Casualty
19:40:00,Monday,31-50,Male,2-5yr,Automobile,Church areas,Asphalt roads,Wet or damp,Normal,Darkness - no lighting,Vehicle with vehicle collision,2,3,Going straight,Male,Under 18,3,Driving to the left,Slight Injury,Organization,1-2yr,Normal,Not a Pedestrian,Slight Injury
19:08:00,Tuesday,18-30,Male,5-10yr,Public (13-45 seats),Office areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
19:08:00,Tuesday,18-30,Male,2-5yr,Public (13-45 seats),Office areas,Gravel roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Female,Under 18,3,Moving Backward,Slight Injury,Owner,1-2yr,Normal,Not a Pedestrian,Slight Injury
17:50:00,Friday,Over 51,Male,5-10yr,Automobile,Office areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,2,1,Turnover,No Casualty,No Casualty,No Casualty,Overspeed,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
17:50:00,Friday,18-30,Male,Above 10yr,Other,Office areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Collision with pedestrians,2,1,Going straight,Male,31-50,3,Moving Backward,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,Slight Injury
21:30:00,Sunday,31-50,Male,2-5yr,Pick up upto 10Q,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Collision with roadside objects,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
21:30:00,Sunday,31-50,Male,2-5yr,Lorry (41-100Q),Residential areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Collision with roadside objects,2,1,Going straight,Female,18-30,3,Other,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
14:49:00,Monday,Over 51,Male,Above 10yr,Automobile,Church areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,2,Reversing,Male,18-30,2,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
