Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Driving_experience,Type_of_vehicle,Area_accident_occured,Road_surface_type,Road_surface_conditions,Weather_conditions,Light_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Cause_of_accident,Accident_severity,Owner_of_vehicle,Service_year_of_vehicle,Fitness_of_casuality,Pedestrian_movement,Casualty_severity_label
16:51:00,Wednesday,31-50,Male,2-5yr,Stationwagen,Other,Asphalt roads,Snow,Normal,Daylight,Collision with pedestrians,4,2,Going straight,Male,31-50,3,No priority to pedestrian,Slight Injury,Owner,5-10yrs,No Casualty,Not a Pedestrian,Slight Injury
19:02:00,Friday,18-30,Male,Below 1yr,Automobile,Office areas,Asphalt roads,Snow,Normal,Daylight,Vehicle with vehicle collision,4,2,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,No Casualty
19:02:00,Friday,18-30,Male,Above 10yr,Public (> 45 seats),Industrial areas,Asphalt roads,Wet or damp,Snow,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
08:10:00,Monday,18-30,Male,Above 10yr,Public (> 45 seats),Office areas,Asphalt roads,Wet or damp,Snow,Daylight,Collision with roadside objects,2,1,Going straight,Female,31-50,3,Changing lane to the right,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
08:10:00,Monday,31-50,Male,2-5yr,Stationwagen,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Male,Over 51,3,Driving to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
17:50:00,Friday,18-30,Male,2-5yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,Changing lane to the left,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Slight Injury
17:50:00,Friday,31-50,Male,Above 10yr,Bicycle,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Other,No Casualty,No Casualty,No Casualty,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
20:51:00,Tuesday,18-30,Male,5-10yr,Automobile,Church areas,Asphalt roads,Wet or damp,Cloudy,Darkness - lights lit,Vehicle with vehicle collision,2,2,Going straight,Male,Under 18,3,Overspeed,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
14:00:00,Friday,31-50,Male,Below 1yr,Lorry (41-100Q),Office areas,Asphalt roads,Wet or damp,Cloudy,Darkness - lights lit,Vehicle with vehicle collision,2,2,Going straight,Female,Under 18,3,Moving Backward,Slight Injury,Owner,Unknown,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Slight Injury
14:00:00,Friday,18-30,Female,Below 1yr,Automobile,Residential areas,Asphalt roads,Wet or damp,Cloudy,Darkness - lights lit,Vehicle with vehicle collision,2,2,Going straight,Male,31-50,3,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
14:43:00,Friday,Over 51,Male,Below 1yr,Public (13-45 seats),Recreational areas,Asphalt roads,Snow,Other,Darkness - lights lit,Vehicle with vehicle collision,2,3,Going straight,No Casualty,No Casualty,No Casualty,Other,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
16:26:00,Tuesday,Over 51,Male,5-10yr,Special vehicle,Other,Asphalt roads,Snow,Other,Darkness - lights lit,Vehicle with vehicle collision,2,3,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Governmental,5-10yrs,Normal,Not a Pedestrian,No Casualty
16:26:00,Tuesday,Over 51,Male,5-10yr,Automobile,Church areas,Asphalt roads,Snow,Other,Darkness - lights lit,Collision with roadside objects,2,3,Going straight,Male,18-30,3,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
13:54:00,Friday,31-50,Male,5-10yr,Public (13-45 seats),Other,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,1,1,Moving Backward,No Casualty,No Casualty,No Casualty,Other,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
13:54:00,Friday,31-50,Male,5-10yr,Automobile,Other,Earth roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,Male,Under 18,3,No distancing,Slight Injury,Owner,Above 10yr,No Casualty,Not a Pedestrian,Slight Injury
13:54:00,Friday,18-30,Male,2-5yr,Lorry (41-100Q),Church areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,Driving carelessly,Slight Injury,Owner,5-10yrs,No Casualty,"Walking along in carriageway, back to traffic",Slight Injury
15:31:00,Monday,31-50,Male,5-10yr,Lorry (41-100Q),Office areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Collision with pedestrians,1,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
15:31:00,Monday,Over 51,Male,2-5yr,Public (12 seats),Office areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,1,1,Going straight,Female,31-50,3,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
12:30:00,Thursday,18-30,Male,Below 1yr,Lorry (41-100Q),Church areas,Asphalt roads,Wet or damp,Windy,Daylight,Collision with pedestrians,2,1,Going straight,Female,31-50,3,No distancing,Slight Injury,Organization,5-10yrs,Normal,Not a Pedestrian,Slight Injury
18:45:00,Wednesday,18-30,Male,2-5yr,Lorry (41-100Q),Other,Asphalt roads,Wet or damp,Windy,Daylight,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,3,Moving Backward,Slight Injury,Organization,2-5yrs,Normal,Not a Pedestrian,Slight Injury
18:45:00,Wednesday,31-50,Male,2-5yr,Public (12 seats),Other,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,1,1,Going straight,Female,18-30,3,No priority to pedestrian,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
19:12:00,Tuesday,31-50,Male,2-5yr,Public (> 45 seats),Church areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,1,1,Getting off,Female,31-50,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
17:25:00,Friday,31-50,Male,5-10yr,Automobile,Industrial areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Female,18-30,3,No distancing,Slight Injury,Owner,5-10yrs,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Slight Injury
17:25:00,Friday,31-50,Male,5-10yr,Pick up upto 10Q,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Other,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
12:48:00,Friday,31-50,Male,5-10yr,Stationwagen,School areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Turnover,Male,31-50,3,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
07:10:00,Friday,18-30,Male,5-10yr,Other,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Moving Backward,Male,31-50,3,No priority to pedestrian,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
07:10:00,Friday,18-30,Male,2-5yr,Automobile,Church areas,Gravel roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Moving Backward,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
17:10:00,Friday,18-30,Male,Below 1yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Moving Backward,Female,Over 51,3,No priority to pedestrian,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
17:10:00,Friday,31-50,Male,1-2yr,Stationwagen,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,Female,18-30,3,No distancing,Slight Injury,Owner,Unknown,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Slight Injury
17:10:00,Friday,18-30,Male,Below 1yr,Pick up upto 10Q,Other,Asphalt roads,Dry,Normal,Darkness - no lighting,Vehicle with vehicle collision,1,1,Going straight,Male,31-50,3,No priority to pedestrian,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
09:05:00,Friday,31-50,Female,Above 10yr,Lorry (41-100Q),Other,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,2,Going straight,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
09:05:00,Friday,18-30,Female,Below 1yr,Automobile,Other,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,2,Going straight,No Casualty,No Casualty,No Casualty,Getting off the vehicle improperly,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
16:15:00,Wednesday,31-50,Male,2-5yr,Automobile,Church areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,2,Going straight,Male,18-30,3,Driving carelessly,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Slight Injury
18:00:00,Sunday,18-30,Female,1-2yr,Lorry (41-100Q),Residential areas,Asphalt roads,Dry,Normal,Daylight,Rollover,3,3,Going straight,Male,31-50,3,Changing lane to the left,Slight Injury,Governmental,2-5yrs,Normal,Not a Pedestrian,Slight Injury
13:55:00,Sunday,Over 51,Male,5-10yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,3,3,Going straight,Female,18-30,3,No priority to vehicle,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
13:55:00,Sunday,18-30,Male,Below 1yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,3,Going straight,Male,18-30,3,Changing lane to the right,Slight Injury,Owner,2-5yrs,No Casualty,Not a Pedestrian,Slight Injury
13:55:00,Sunday,18-30,Male,Below 1yr,Pick up upto 10Q,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,3,Going straight,Male,Over 51,2,Changing lane to the right,Slight Injury,Owner,2-5yrs,No Casualty,Not a Pedestrian,Serious Injury
13:55:00,Sunday,18-30,Male,Below 1yr,Pick up upto 10Q,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,3,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
19:20:00,Sunday,18-30,Male,1-2yr,Automobile,Church areas,Asphalt roads,Dry,Normal,Darkness - no lighting,Collision with pedestrians,2,2,Going straight,Male,18-30,3,No distancing,Slight Injury,Owner,1-2yr,Normal,Not a Pedestrian,Slight Injury
19:20:00,Sunday,31-50,Male,5-10yr,Other,Office areas,Asphalt roads,Dry,Normal,Darkness - no lighting,Collision with pedestrians,2,2,Other,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
19:20:00,Sunday,31-50,Male,2-5yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - no lighting,Vehicle with vehicle collision,2,2,Other,Male,Under 18,3,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
11:58:00,Friday,31-50,Male,Below 1yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
12:53:00,Sunday,31-50,Male,5-10yr,Motorcycle,School areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Collision with pedestrians,2,1,Going straight,Male,18-30,3,Changing lane to the left,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Slight Injury
12:53:00,Sunday,18-30,Male,5-10yr,Automobile,Church areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Collision with pedestrians,2,1,Getting off,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
12:53:00,Sunday,18-30,Male,5-10yr,Automobile,School areas,Other,Wet or damp,Rain,Daylight,Collision with pedestrians,2,2,Going straight,Male,18-30,3,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
20:40:00,Friday,18-30,Male,2-5yr,Public (12 seats),Residential areas,Asphalt roads,Wet or damp,Rain,Daylight,Vehicle with vehicle collision,2,2,Going straight,No Casualty,No Casualty,No Casualty,Turnover,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
20:40:00,Friday,31-50,Male,Above 10yr,Automobile,Office areas,Asphalt roads,Wet or damp,Rain,Daylight,Collision with roadside objects,2,2,Going straight,Male,31-50,3,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
12:44:00,Tuesday,Under 18,Male,5-10yr,Public (> 45 seats),Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
12:44:00,Tuesday,18-30,Male,Above 10yr,Lorry (41-100Q),Church areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,No distancing,Slight Injury,Governmental,5-10yrs,Normal,Not a Pedestrian,Slight Injury
08:50:00,Thursday,31-50,Male,2-5yr,Public (> 45 seats),Residential areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,1,1,Getting off,Male,Under 18,3,Changing lane to the left,Serious Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
08:50:00,Thursday,18-30,Male,Below 1yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
08:08:00,Tuesday,18-30,Male,Below 1yr,Automobile,Residential areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,3,3,Going straight,Female,31-50,3,Overspeed,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
15:33:00,Tuesday,31-50,Male,5-10yr,Automobile,Other,Other,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,3,3,Other,Male,18-30,3,Overtaking,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
15:33:00,Tuesday,31-50,Male,2-5yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,3,3,Going straight,No Casualty,No Casualty,No Casualty,Other,Slight Injury,Governmental,2-5yrs,Normal,Not a Pedestrian,No Casualty
18:20:00,Sunday,18-30,Male,Below 1yr,Lorry (41-100Q),Residential areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Collision with pedestrians,3,3,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
18:20:00,Sunday,Over 51,Male,2-5yr,Automobile,Industrial areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Rollover,2,1,Going straight,Male,18-30,3,No priority to pedestrian,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,Slight Injury
09:55:00,Monday,Over 51,Male,5-10yr,Public (13-45 seats),Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,2,Changing lane to the left,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Serious Injury
09:55:00,Monday,Over 51,Male,Above 10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,1-2yr,No Casualty,Not a Pedestrian,No Casualty
20:16:00,Wednesday,31-50,Male,Above 10yr,Public (> 45 seats),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Reversing,Male,31-50,3,Moving Backward,Slight Injury,Organization,2-5yrs,No Casualty,Not a Pedestrian,Slight Injury
09:05:00,Monday,31-50,Male,5-10yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,3,4,Other,No Casualty,No Casualty,No Casualty,Changing lane to the left,Serious Injury,Governmental,1-2yr,Normal,Not a Pedestrian,No Casualty
09:05:00,Monday,31-50,Male,1-2yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,4,Going straight,No Casualty,No Casualty,No Casualty,Other,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
09:05:00,Monday,18-30,Male,5-10yr,Lorry (11-40Q),Other,Asphalt roads,Dry,Normal,Daylight,Rollover,3,4,Going straight,Male,Under 18,3,No distancing,Serious Injury,Owner,2-5yrs,No Casualty,Not a Pedestrian,Slight Injury
20:00:00,Wednesday,Over 51,Male,5-10yr,Public (13-45 seats),Office areas,Other,Dry,Normal,Daylight,Collision with roadside objects,3,4,Going straight,Male,18-30,3,Moving Backward,Serious Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
11:30:00,Tuesday,18-30,Male,1-2yr,Public (13-45 seats),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Governmental,1-2yr,Normal,Not a Pedestrian,No Casualty
11:30:00,Tuesday,18-30,Male,5-10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,Male,18-30,3,Changing lane to the left,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
11:30:00,Tuesday,Under 18,Male,Above 10yr,Long lorry,Other,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Organization,Unknown,No Casualty,Not a Pedestrian,No Casualty
11:30:00,Tuesday,Under 18,Male,Below 1yr,Lorry (41-100Q),Other,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,3,No priority to pedestrian,Slight Injury,Owner,Above 10yr,No Casualty,Not a Pedestrian,Slight Injury
11:30:00,Tuesday,Under 18,Male,5-10yr,Lorry (11-40Q),Office areas,Asphalt roads with some distress,Wet or damp,Fog or mist,Daylight,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
11:30:00,Tuesday,31-50,Male,Above 10yr,Lorry (41-100Q),Office areas,Asphalt roads,Wet or damp,Fog or mist,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,Under 18,3,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
11:30:00,Tuesday,18-30,Male,Below 1yr,Public (12 seats),Church areas,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,2,1,Moving Backward,Female,31-50,3,Driving carelessly,Slight Injury,Owner,Above 10yr,No Casualty,Not a Pedestrian,Slight Injury
14:00:00,Friday,31-50,Male,1-2yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Moving Backward,Female,Over 51,3,No priority to pedestrian,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
14:00:00,Friday,18-30,Male,Above 10yr,Taxi,Office areas,Asphalt roads,Wet or damp,Windy,Darkness - lights lit,Vehicle with vehicle collision,1,1,Turnover,No Casualty,No Casualty,No Casualty,Getting off the vehicle improperly,Serious Injury,Owner,Above 10yr,Normal,Not a Pedestrian,No Casualty
20:55:00,Friday,Over 51,Male,Above 10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Other,Male,18-30,3,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
20:55:00,Friday,Over 51,Male,Above 10yr,Automobile,Office areas,Earth roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Other,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
20:55:00,Friday,Over 51,Male,5-10yr,Automobile,Residential areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
20:55:00,Friday,Over 51,Male,1-2yr,Lorry (41-100Q),Residential areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,No distancing,Serious Injury,Owner,Above 10yr,No Casualty,Not a Pedestrian,Slight Injury
20:55:00,Friday,Over 51,Male,1-2yr,Automobile,Residential areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Other,No Casualty,No Casualty,No Casualty,No priority to pedestrian,Serious Injury,Owner,5-10yrs,Normal,Not a Pedestrian,No Casualty
20:55:00,Friday,18-30,Male,Below 1yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,2,Other,Male,31-50,3,No priority to pedestrian,Slight Injury,Owner,5-10yrs,No Casualty,Not a Pedestrian,Slight Injury
